,name,club,league,attacking,defending,goalkeeping,average_age,international_reputation,mentality,movement,overall,potential,power,skill,skill_moves,value_eur,wage_eur,work_rate,year
12999,A. Mitrović,Newcastle United,Premier League,67,17,10,22,1,61,57,75,80,75,54,2,9000000,55000,Medium,2018
13000,B. Santamaria,Angers SCO,Ligue 1,62,79,8,22,1,65,68,75,80,67,66,2,7500000,18000,Medium,2018
13001,B. Zungu,Amiens SC,Ligue 1,68,71,12,24,1,70,70,75,80,75,72,3,9000000,17000,Medium,2018
13002,R. Bensebaini,Stade Rennais FC,Ligue 1,58,75,10,22,2,61,63,75,80,62,56,2,7500000,18000,Medium,2018
13003,F. Kamano,FC Girondins de Bordeaux,Ligue 1,65,30,11,21,1,56,80,75,80,65,64,3,9000000,33000,High,2018
13004,I. Belfodil,SV Werder Bremen,Bundesliga,71,23,10,25,2,63,59,75,79,77,71,3,8500000,18000,High,2018
13005,C. Wilson,Bournemouth,Premier League,65,28,9,25,1,67,79,75,79,69,63,3,8500000,58000,High,2018
13006,João Pedro,Cagliari,Serie A,69,34,12,25,1,70,72,75,79,72,68,3,8500000,44000,High,2018
13007,K. Stafylidis,FC Augsburg,Bundesliga,66,79,11,23,1,55,75,75,79,78,78,2,7000000,19000,High,2018
13008,K. Djidji,FC Nantes,Ligue 1,49,77,9,24,1,64,67,75,79,54,59,2,7500000,18000,Low,2018
13009,O. Selnæs,AS Saint-Étienne,Ligue 1,64,71,11,22,1,66,67,75,79,66,72,2,7500000,25000,Low,2018
13010,F. Schär,Deportivo de La Coruña,La Liga,65,72,10,25,2,70,61,75,79,74,67,2,7000000,20000,High,2018
13011,M. Halstenberg,RB Leipzig,Bundesliga,65,73,12,25,1,64,66,75,79,74,71,2,7000000,44000,High,2018
13012,C. Mathenia,Hamburger SV,Bundesliga,17,12,73,25,2,24,47,75,79,43,18,1,6000000,22000,Medium,2018
13013,Jaume,Valencia CF,La Liga,20,12,73,26,1,26,60,75,79,43,23,1,6000000,21000,Medium,2018
13014,R. Bauer,SV Werder Bremen,Bundesliga,61,77,11,22,1,62,69,75,79,71,61,2,7000000,21000,Medium,2018
13015,M. Jørgensen,Huddersfield Town,Premier League,54,72,12,27,1,58,62,75,78,65,47,2,6500000,40000,Medium,2018
13016,C. Grenier,Olympique Lyonnais,Ligue 1,71,52,10,26,2,67,61,75,78,70,80,4,8000000,52000,Medium,2018
13017,Kiko Femenía,Watford,Premier League,65,75,12,26,1,68,76,75,78,67,66,3,7000000,44000,High,2018
13018,S. Zuber,TSG 1899 Hoffenheim,Bundesliga,70,74,12,25,1,70,74,75,78,75,71,3,7000000,28000,High,2018
13019,C. Wood,Burnley,Premier League,65,30,13,25,1,65,70,75,78,78,60,2,8500000,51000,Medium,2018
13020,Ximo Navarro,UD Las Palmas,La Liga,54,75,11,27,1,64,73,75,78,71,59,2,6500000,18000,Medium,2018
13021,Luna,Levante UD,La Liga,66,74,9,26,1,60,71,75,78,73,61,3,7000000,21000,High,2018
13022,R. Inglese,Chievo Verona,Serie A,66,12,11,25,2,50,57,75,78,76,56,3,8500000,54000,Medium,2018
13023,L. Caldirola,SV Werder Bremen,Bundesliga,55,73,9,26,2,56,63,75,78,67,59,2,7000000,24000,Medium,2018
13024,W. Boly,Wolverhampton Wanderers,Premier League,49,73,9,26,1,60,64,75,78,59,48,2,7000000,12000,Medium,2018
13025,A. Schwolow,SC Freiburg,Bundesliga,14,12,74,25,1,21,46,75,78,41,17,1,6000000,17000,Medium,2018
13026,R. Knoche,VfL Wolfsburg,Bundesliga,47,75,11,25,2,52,59,75,78,59,47,2,7000000,44000,Medium,2018
13027,T. Leistner,1. FC Union Berlin,Bundesliga,48,77,12,26,1,58,60,75,78,64,50,2,7000000,28000,Medium,2018
13028,C. Atsu,Newcastle United,Premier League,63,33,11,25,1,60,87,75,78,62,71,3,8500000,55000,High,2018
13029,D. Gayle,Newcastle United,Premier League,67,15,9,26,1,53,80,75,78,69,65,3,8500000,63000,Medium,2018
13030,J. Ferri,Olympique Lyonnais,Ligue 1,61,67,11,25,2,68,74,75,78,72,69,2,8000000,50000,High,2018
13031,S. Falette,Eintracht Frankfurt,Bundesliga,52,71,11,25,1,66,59,75,78,73,49,2,7000000,23000,Medium,2018
13032,M. de Roon,Atalanta,Serie A,66,74,12,26,2,71,69,75,78,77,62,2,8000000,26000,Medium,2018
13033,G. Gómez,Milan,Serie A,39,80,10,24,1,51,48,75,78,61,42,2,7000000,58000,Medium,2018
13034,Sabin Merino,Athletic Club de Bilbao,La Liga,73,39,10,25,1,63,66,75,78,63,70,3,8500000,23000,Medium,2018
13035,A. McCarthy,Southampton,Premier League,17,12,71,27,1,32,52,75,77,40,20,1,5500000,49000,Medium,2018
13036,K. Johnsson,En Avant de Guingamp,Ligue 1,17,12,76,27,1,27,48,75,77,44,19,1,5500000,17000,Medium,2018
13037,C. Kabasele,Watford,Premier League,55,73,12,26,1,57,64,75,77,65,48,2,6500000,44000,Medium,2018
13038,R. Mason,Hull City,Premier League,66,70,11,26,1,73,72,75,77,66,71,3,8000000,13000,High,2018
13039,D. Ginczek,VfB Stuttgart,Bundesliga,64,31,11,26,2,63,62,75,77,72,55,2,8000000,26000,High,2018
13040,Arribas,Deportivo de La Coruña,La Liga,51,74,11,28,2,52,57,75,77,56,49,2,6500000,22000,Medium,2018
13041,S. Taïder,Bologna,Serie A,67,73,11,25,2,73,74,75,77,77,72,3,8000000,44000,High,2018
13042,G. Bussmann,1. FSV Mainz 05,Bundesliga,60,77,12,26,1,59,68,75,77,73,59,2,6500000,24000,Medium,2018
13043,L. Rizzo,SPAL,Serie A,65,64,8,25,1,67,69,75,77,71,69,3,8000000,44000,High,2018
13044,J. Lössl,Huddersfield Town,Premier League,16,13,73,28,1,21,39,75,76,36,19,1,5500000,21000,Medium,2018
13045,Joselu,Newcastle United,Premier League,72,18,10,27,1,58,61,75,76,68,69,3,8000000,63000,Medium,2018
13046,S. Rajković,Palermo,Serie A,41,74,9,28,2,51,55,75,76,62,43,2,6000000,5000,Medium,2018
13047,J. Chester,Aston Villa,Premier League,51,76,12,28,1,57,69,75,76,59,55,2,6000000,34000,Medium,2018
13048,P. van Aanholt,Crystal Palace,Premier League,62,71,9,26,1,64,80,75,76,73,64,3,6500000,44000,High,2018
13049,J. Ward,Crystal Palace,Premier League,59,76,8,27,1,64,63,75,76,70,55,2,6000000,44000,Medium,2018
13050,L. Balogun,1. FSV Mainz 05,Bundesliga,55,73,9,29,1,57,62,75,76,70,56,2,6000000,25000,Medium,2018
13051,J. Livermore,West Bromwich Albion,Premier League,67,69,10,27,2,70,66,75,76,73,69,2,7500000,57000,Medium,2018
13052,J. Kodjia,Aston Villa,Premier League,64,18,12,27,1,57,77,75,76,74,60,4,8000000,38000,High,2018
13053,Rubén Pérez,CD Leganés,La Liga,50,68,11,28,1,68,62,75,76,73,62,2,6000000,11000,Medium,2018
13054,S. Jung,VfL Wolfsburg,Bundesliga,60,74,9,27,2,62,73,75,76,67,66,2,6000000,46000,High,2018
13055,Kike García,SD Eibar,La Liga,71,26,10,27,1,65,65,75,76,73,57,2,8000000,22000,Medium,2018
13056,C. Clemens,1. FC Köln,Bundesliga,68,38,11,25,2,59,72,75,76,71,72,2,8000000,31000,Medium,2018
13057,D. Sakho,West Ham United,Premier League,68,23,12,27,1,61,67,75,76,70,62,3,8000000,83000,High,2018
13058,C. Dawson,West Bromwich Albion,Premier League,59,78,6,27,2,64,62,75,76,62,52,2,6000000,52000,Medium,2018
13059,G. Donati,1. FSV Mainz 05,Bundesliga,55,77,11,27,2,63,69,75,76,68,62,2,6000000,24000,Medium,2018
13060,K. Malcuit,LOSC Lille,Ligue 1,67,74,11,25,2,66,78,75,76,70,65,3,6500000,33000,High,2018
13061,Naldo,RCD Espanyol,La Liga,44,78,7,28,1,51,53,75,76,61,49,2,6000000,25000,Medium,2018
13062,Toño García,Levante UD,La Liga,63,71,12,27,1,67,81,75,76,66,71,2,6000000,21000,High,2018
13063,Isaac Becerra,Real Valladolid CF,La Liga,21,17,73,29,1,23,60,75,76,43,22,1,5000000,8000,Medium,2018
13064,M. Dos Santos,CD Leganés,La Liga,51,71,10,27,1,58,62,75,76,61,51,2,6500000,21000,Medium,2018
13065,A. Maxim,1. FSV Mainz 05,Bundesliga,66,25,10,26,2,62,76,75,76,61,77,5,8000000,27000,Medium,2018
13066,D. Lazović,Genoa,Serie A,67,29,11,26,1,57,77,75,76,52,75,3,8000000,32000,Medium,2018
13067,G. Haraguchi,Hertha BSC,Bundesliga,63,39,11,26,2,52,81,75,76,57,67,3,8000000,27000,Medium,2018
13068,Tana,UD Las Palmas,La Liga,60,17,9,26,1,52,74,75,76,57,70,4,8000000,20000,High,2018
13069,Felipe,SPAL,Serie A,41,78,7,32,2,52,49,75,75,60,47,2,3800000,14000,Low,2018
13070,P. Cannavaro,Sassuolo,Serie A,48,74,9,36,2,58,44,75,75,60,44,2,900000,30000,Low,2018
13071,M. Stekelenburg,Everton,Premier League,18,15,73,34,2,28,43,75,75,37,21,1,2700000,60000,Medium,2018
13072,A. Bizzarri,Udinese,Serie A,16,11,73,39,2,27,54,75,75,38,20,1,450000,11000,Medium,2018
13073,E. Moretti,Torino,Serie A,45,77,11,36,2,53,47,75,75,56,49,2,900000,26000,Low,2018
13074,E. Didot,En Avant de Guingamp,Ligue 1,68,71,12,33,2,72,56,75,75,65,72,3,3900000,23000,Medium,2018
13075,M. Bodmer,Amiens SC,Ligue 1,64,70,12,34,2,67,40,75,75,67,71,2,2000000,18000,Medium,2018
13076,C. Brunt,West Bromwich Albion,Premier League,69,67,10,32,2,72,63,75,75,77,78,3,5000000,57000,Medium,2018
13077,W. Routledge,Swansea City,Premier League,64,37,11,32,2,56,75,75,75,64,64,4,5000000,57000,High,2018
13078,A. Aquilani,UD Las Palmas,La Liga,71,57,11,32,2,68,62,75,75,68,76,2,5000000,20000,Medium,2018
13079,Y. Pelé,Olympique de Marseille,Ligue 1,18,12,73,34,1,19,52,75,75,41,18,1,2700000,20000,Medium,2018
13080,H. Altıntop,SV Darmstadt 98,Bundesliga,69,72,11,34,2,72,63,75,75,70,77,3,2000000,22000,Medium,2018
13081,E. Hallfreðsson,Udinese,Serie A,66,68,10,33,2,72,66,75,75,74,74,3,3900000,26000,High,2018
13082,G. Johnson,Stoke City,Premier League,64,76,8,32,2,67,69,75,75,72,69,3,3700000,52000,High,2018
13083,J. Walters,Burnley,Premier League,73,55,9,33,2,72,66,75,75,75,66,3,4200000,53000,High,2018
13084,L. Rigoni,Genoa,Serie A,66,71,11,32,2,68,66,75,75,74,65,2,5000000,29000,Medium,2018
13085,Rafael,Cagliari,Serie A,13,17,72,35,2,24,39,75,75,37,16,1,1600000,22000,Medium,2018
13086,M. Barbosa,Villarreal CF,La Liga,17,13,74,32,1,22,51,75,75,38,18,1,3800000,22000,Medium,2018
13087,Iván Cuéllar,CD Leganés,La Liga,19,12,74,33,1,25,55,75,75,40,20,1,3400000,17000,Medium,2018
13088,C. Maggio,Napoli,Serie A,74,71,8,35,2,65,71,75,75,77,69,2,1400000,34000,Medium,2018
13089,R. Özcan,Bayer 04 Leverkusen,Bundesliga,17,13,73,33,1,22,52,75,75,43,17,1,3400000,32000,Medium,2018
13090,A. Young,Manchester United,Premier League,70,71,14,31,2,66,77,75,75,66,77,3,4400000,84000,Medium,2018
13091,A. McGeady,Sunderland,Premier League,69,34,10,31,2,67,78,75,75,66,76,5,6000000,12000,High,2018
13092,R. Snodgrass,Aston Villa,Premier League,65,41,11,29,2,71,64,75,75,72,76,3,6500000,79000,High,2018
13093,S. Marveaux,FC Lorient,Ligue 1,69,55,9,31,2,61,76,75,75,70,76,3,6000000,9000,Medium,2018
13094,S. Salihović,Hamburger SV,Bundesliga,71,65,9,32,2,76,59,75,75,69,80,3,5000000,32000,Medium,2018
13095,P. Schwegler,Hannover 96,Bundesliga,68,69,11,30,2,70,54,75,75,71,71,2,4900000,33000,Medium,2018
13096,M. Silvestre,Sampdoria,Serie A,49,76,3,32,2,58,52,75,75,70,57,2,3800000,30000,Medium,2018
13097,Trashorras,Rayo Vallecano,La Liga,65,66,13,36,2,73,45,75,75,65,75,3,900000,8000,Medium,2018
13098,Rolando,Olympique de Marseille,Ligue 1,48,75,11,31,2,58,37,75,75,64,56,2,4500000,25000,Low,2018
13099,Y. Kaboul,Watford,Premier League,50,73,9,31,2,61,49,75,75,73,51,2,4500000,44000,High,2018
13100,S. Sessègnon,Montpellier HSC,Ligue 1,72,65,11,33,2,72,81,75,75,72,74,4,3900000,25000,Medium,2018
13101,Eduardo,Chelsea,Premier League,15,17,74,34,2,28,55,75,75,44,20,1,2700000,64000,Medium,2018
13102,S. Ward,Burnley,Premier League,67,76,12,31,2,67,66,75,75,71,66,3,4400000,44000,High,2018
13103,Omar Ramos,CD Leganés,La Liga,63,31,11,29,1,61,75,75,75,63,73,4,6500000,24000,Medium,2018
13104,S. Floccari,SPAL,Serie A,70,17,10,35,2,55,67,75,75,77,64,2,3100000,13000,Medium,2018
13105,D. Simpson,Leicester City,Premier League,56,78,11,30,2,66,70,75,75,64,54,2,4800000,52000,Low,2018
13106,C. Daniels,Bournemouth,Premier League,64,75,11,30,1,67,73,75,75,69,71,2,4800000,51000,High,2018
13107,N. Spolli,Genoa,Serie A,43,77,9,34,2,46,39,75,75,58,35,2,2000000,27000,Medium,2018
13108,J. McArthur,Crystal Palace,Premier League,63,70,1,29,1,75,68,75,75,66,66,3,6500000,51000,High,2018
13109,De la Bella,Real Sociedad,La Liga,62,82,10,31,1,62,56,75,75,64,64,2,4400000,24000,High,2018
13110,Manu García,Deportivo Alavés,La Liga,61,70,9,31,1,71,65,75,75,70,60,2,4500000,21000,Medium,2018
13111,A. Surman,Bournemouth,Premier League,65,64,12,30,1,68,64,75,75,69,70,3,6000000,56000,Medium,2018
13112,Siqueira,Atlético Madrid,La Liga,63,74,9,31,2,70,69,75,75,69,76,3,4400000,40000,High,2018
13113,N. Dyer,Swansea City,Premier League,58,42,12,29,2,62,81,75,75,68,64,4,6500000,60000,High,2018
13114,Adrián,Deportivo de La Coruña,La Liga,69,18,12,29,2,61,64,75,75,65,70,3,6500000,15000,Medium,2018
13115,G. Castro,Málaga CF,La Liga,68,34,12,32,2,61,76,75,75,64,71,3,5000000,22000,High,2018
13116,Fran Rico,SD Eibar,La Liga,65,68,10,29,1,68,65,75,75,69,73,2,5000000,11000,Medium,2018
13117,N. Bungert,1. FSV Mainz 05,Bundesliga,51,78,10,30,2,47,64,75,75,60,47,2,4900000,24000,Low,2018
13118,S. Missiroli,Sassuolo,Serie A,66,64,11,31,2,68,60,75,75,66,69,3,5500000,46000,Medium,2018
13119,A. Beck,VfB Stuttgart,Bundesliga,55,74,13,30,2,59,71,75,75,68,72,3,4800000,22000,High,2018
13120,O. Toivonen,Toulouse Football Club,Ligue 1,74,37,9,30,2,66,57,75,75,76,74,2,6500000,28000,Medium,2018
13121,A. Cerci,Hellas Verona,Serie A,70,26,10,29,2,63,75,75,75,63,75,4,6500000,30000,Medium,2018
13122,E. Pieters,Stoke City,Premier League,54,79,12,28,2,69,64,75,75,61,64,2,5500000,55000,Medium,2018
13123,Miguel Torres,Málaga CF,La Liga,53,79,10,31,1,58,62,75,75,63,60,2,4400000,21000,Low,2018
13124,Y. Benalouane,Leicester City,Premier League,52,74,13,30,1,59,60,75,75,67,54,2,4900000,52000,Medium,2018
13125,G. Sio,Montpellier HSC,Ligue 1,70,15,13,28,2,63,77,75,75,73,71,3,7000000,28000,High,2018
13126,N. El Zhar,CD Leganés,La Liga,64,32,10,30,1,61,75,75,75,68,68,4,6500000,23000,Medium,2018
13127,B. Koné,RC Strasbourg Alsace,Ligue 1,47,77,10,29,2,57,61,75,75,66,48,2,5000000,22000,Medium,2018
13128,M. Olsson,Swansea City,Premier League,64,74,9,29,2,65,74,75,75,74,65,3,5000000,55000,High,2018
13129,A. Szalai,TSG 1899 Hoffenheim,Bundesliga,69,27,11,29,2,66,58,75,75,73,58,3,6500000,36000,Medium,2018
13130,A. Poli,Bologna,Serie A,64,58,5,27,2,68,72,75,75,68,74,3,7000000,46000,Medium,2018
13131,T. Gebre Selassie,SV Werder Bremen,Bundesliga,64,70,9,30,2,62,73,75,75,66,65,3,4800000,24000,Medium,2018
13132,M. Ritchie,Newcastle United,Premier League,66,53,12,27,1,68,75,75,75,72,70,3,7000000,58000,Medium,2018
13133,F. Di Santo,FC Schalke 04,Bundesliga,70,25,9,28,2,65,67,75,75,70,63,3,7000000,38000,High,2018
13134,F. Đorđević,Lazio,Serie A,68,34,9,29,2,66,67,75,75,72,61,2,6500000,47000,Medium,2018
13135,K. Naughton,Swansea City,Premier League,62,76,10,28,2,60,71,75,75,67,53,3,5500000,55000,High,2018
13136,C. Träsch,FC Ingolstadt 04,Bundesliga,63,73,12,29,2,67,68,75,75,75,64,2,5000000,22000,Medium,2018
13137,M. Wakaso,Deportivo Alavés,La Liga,65,64,12,26,1,65,86,75,75,79,67,2,7000000,23000,High,2018
13138,A. Hernández,Hull City,Premier League,66,23,8,26,2,57,76,75,75,70,65,3,7500000,14000,Medium,2018
13139,M. Britos,Watford,Premier League,47,74,11,31,2,51,52,75,75,57,53,2,4500000,44000,Medium,2018
13140,Caiuby,FC Augsburg,Bundesliga,68,21,11,28,2,65,75,75,75,78,66,3,6500000,25000,Medium,2018
13141,J. Durmaz,Toulouse Football Club,Ligue 1,61,34,11,28,2,62,73,75,75,63,74,4,6500000,29000,High,2018
13142,Lombán,SD Eibar,La Liga,56,73,12,30,1,63,48,75,75,69,68,2,4900000,18000,Medium,2018
13143,Alcalá,Girona FC,La Liga,51,75,10,28,1,53,47,75,75,73,61,2,5500000,22000,Medium,2018
13144,Dani Castellano,UD Las Palmas,La Liga,61,74,10,29,1,61,73,75,75,69,64,2,5000000,19000,High,2018
13145,D. Maroh,1. FC Köln,Bundesliga,45,76,8,30,2,54,55,75,75,61,40,2,4900000,29000,Medium,2018
13146,P. Nakoulma,FC Nantes,Ligue 1,61,33,12,30,1,61,85,75,75,73,59,4,6500000,23000,High,2018
13147,E. Zukanović,Genoa,Serie A,52,75,11,30,2,60,54,75,75,71,66,2,4900000,47000,Low,2018
13148,M. Yoshida,Southampton,Premier League,55,77,11,28,1,56,61,75,75,65,48,2,5500000,63000,Medium,2018
13149,L. Narsingh,Swansea City,Premier League,63,23,9,26,2,50,81,75,75,57,64,4,7000000,62000,Medium,2018
13150,A. Ioniţă,Cagliari,Serie A,69,72,10,26,2,69,68,75,75,80,71,3,7000000,46000,High,2018
13151,E. Schelotto,Brighton & Hove Albion,Premier League,61,69,8,28,1,68,71,75,75,72,65,3,5500000,42000,High,2018
13152,M. Zeegelaar,Watford,Premier League,63,73,12,26,1,67,67,75,75,74,65,3,5500000,44000,High,2018
13153,P. Bargfrede,SV Werder Bremen,Bundesliga,59,75,10,28,2,67,71,75,75,69,65,2,5500000,25000,Medium,2018
13154,S. Ilsanker,RB Leipzig,Bundesliga,52,76,16,28,1,61,51,75,75,71,49,2,5500000,49000,Medium,2018
13155,P. Wollscheid,FC Metz,Ligue 1,50,72,9,28,2,56,45,75,75,57,37,2,5500000,15000,Medium,2018
13156,D. D'Ambrosio,Inter,Serie A,61,76,12,28,2,64,71,75,75,70,66,2,5500000,50000,Medium,2018
13157,A. Cohen,FC Ingolstadt 04,Bundesliga,63,78,9,28,1,72,75,75,75,75,63,2,5500000,22000,Medium,2018
13158,M. Esser,Hannover 96,Bundesliga,18,8,74,29,1,29,42,75,75,45,19,1,4500000,28000,Medium,2018
13159,L. Cadamuro,Nîmes Olympique,Ligue 1,55,75,8,29,1,57,64,75,75,62,59,2,5000000,6000,Medium,2018
13160,I. Strinić,Sampdoria,Serie A,60,74,11,29,2,67,72,75,75,68,65,2,5000000,31000,Medium,2018
13161,Samu García,Levante UD,La Liga,68,21,9,27,1,58,73,75,75,65,68,3,7000000,22000,Medium,2018
13162,C. Kerbrat,En Avant de Guingamp,Ligue 1,49,78,10,30,1,56,61,75,75,61,54,2,4900000,21000,Low,2018
13163,R. Álvarez,Sampdoria,Serie A,71,52,10,29,2,64,66,75,75,73,76,4,6500000,34000,High,2018
13164,F. Fajr,Getafe CF,La Liga,68,52,12,28,2,61,69,75,75,63,77,4,6500000,23000,Medium,2018
13165,O. Niasse,Everton,Premier League,68,22,10,27,1,59,70,75,75,73,55,2,7000000,88000,Medium,2018
13166,G. González,Bologna,Serie A,47,78,11,29,1,54,65,75,75,65,47,2,5000000,44000,Medium,2018
13167,H. Sakai,Olympique de Marseille,Ligue 1,56,77,10,27,1,63,72,75,75,72,61,2,5500000,25000,High,2018
13168,M. Mantovani,CD Leganés,La Liga,57,71,11,32,2,56,48,75,75,63,58,2,3800000,21000,High,2018
13169,D. Siovas,CD Leganés,La Liga,53,75,10,28,2,56,47,75,75,70,56,2,5500000,22000,Medium,2018
13170,J. Gondorf,SV Werder Bremen,Bundesliga,65,70,10,29,2,70,74,75,75,77,72,3,6500000,28000,High,2018
13171,D. Liénard,RC Strasbourg Alsace,Ligue 1,76,64,13,29,1,85,66,75,75,72,78,2,6500000,24000,Medium,2018
13172,A. Meret,SPAL,Serie A,20,15,77,20,1,21,48,74,88,39,20,1,10500000,14000,Medium,2018
13173,A. Ndiaye Diedhiou,Getafe CF,La Liga,65,41,8,20,1,59,84,74,87,71,59,4,11000000,20000,High,2018
13174,C. Jean,Toulouse Football Club,Ligue 1,69,21,11,21,1,59,86,74,86,59,68,2,10000000,22000,High,2018
13175,M. Locatelli,Milan,Serie A,66,68,11,19,1,66,62,74,86,69,70,3,8500000,35000,Medium,2018
13176,G. Lo Celso,Paris Saint-Germain,Ligue 1,62,43,11,21,1,60,73,74,86,69,73,3,10000000,48000,High,2018
13177,T. Fosu-Mensah,Crystal Palace,Premier League,66,74,9,19,1,67,77,74,86,73,59,2,8500000,44000,Medium,2018
13178,A. Iwobi,Arsenal,Premier League,57,26,11,21,1,53,76,74,85,62,62,3,9500000,64000,Medium,2018
13179,A. Nagy,Bologna,Serie A,64,69,9,22,1,66,76,74,85,60,75,2,8500000,36000,Medium,2018
13180,R. Sobhi,Stoke City,Premier League,65,44,12,20,1,59,71,74,85,66,69,4,9500000,45000,High,2018
13181,Marc Roca,RCD Espanyol,La Liga,57,72,10,20,1,65,60,74,85,58,67,2,8500000,18000,Medium,2018
13182,T. Strakosha,Lazio,Serie A,16,13,74,22,1,24,49,74,84,32,15,1,7000000,25000,Medium,2018
13183,N. Elvedi,Borussia Mönchengladbach,Bundesliga,49,76,11,20,2,57,66,74,84,62,54,2,8000000,22000,Medium,2018
13184,E. Ünal,Villarreal CF,La Liga,67,26,11,20,1,55,69,74,84,73,68,4,9000000,25000,Medium,2018
13185,Merino,Newcastle United,Premier League,65,66,11,21,1,69,62,74,84,67,71,2,8000000,32000,Medium,2018
13186,C. Söyüncü,SC Freiburg,Bundesliga,49,79,6,21,1,58,65,74,84,63,48,2,8000000,17000,Medium,2018
13187,Odriozola,Real Sociedad,La Liga,61,75,10,21,1,54,69,74,84,48,47,2,8000000,18000,High,2018
13188,P. Sisto,RC Celta,La Liga,62,51,10,22,1,61,79,74,83,72,73,4,8500000,22000,High,2018
13189,T. Baumgartl,VfB Stuttgart,Bundesliga,46,76,13,21,1,53,59,74,83,59,48,2,7500000,17000,Medium,2018
13190,M. Lopez,Olympique de Marseille,Ligue 1,64,46,10,19,1,68,77,74,83,58,69,3,8500000,15000,Medium,2018
13191,Lato,Valencia CF,La Liga,68,74,9,19,1,64,79,74,83,60,64,3,7000000,13000,High,2018
13192,C. Ünder,Roma,Serie A,67,29,9,19,1,50,79,74,83,63,66,3,8500000,29000,High,2018
13193,L. Baker,Middlesbrough,Premier League,71,48,9,22,1,65,67,74,82,74,77,3,8000000,75000,Medium,2018
13194,R. De Paul,Udinese,Serie A,62,42,11,23,1,54,69,74,82,68,74,3,8500000,25000,High,2018
13195,R. Walter,OGC Nice,Ligue 1,61,69,11,22,1,64,70,74,82,67,67,3,8000000,26000,Medium,2018
13196,J. Riedewald,Crystal Palace,Premier League,60,72,12,20,1,60,70,74,82,66,56,2,7000000,34000,Medium,2018
13197,Walace,Hamburger SV,Bundesliga,63,72,11,22,1,66,63,74,82,71,64,3,7000000,25000,Medium,2018
13198,Gonçalo Guedes,Valencia CF,La Liga,69,29,10,20,1,66,74,74,82,69,70,3,8500000,54000,High,2018
13199,Jorge,AS Monaco,Ligue 1,62,72,9,21,1,62,76,74,82,67,63,2,7000000,22000,High,2018
13200,M. Diakhaby,Olympique Lyonnais,Ligue 1,44,73,12,20,1,51,42,74,82,63,38,2,7000000,36000,Medium,2018
13201,F. Ricca,Málaga CF,La Liga,52,75,9,22,1,55,67,74,82,53,49,3,7000000,18000,High,2018
13202,R. Quaison,1. FSV Mainz 05,Bundesliga,63,55,10,23,1,66,74,74,81,68,67,3,8000000,23000,Medium,2018
13203,M. Kempf,SC Freiburg,Bundesliga,48,73,11,22,1,59,65,74,81,64,52,2,7000000,19000,Medium,2018
13204,Ayoze Pérez,Newcastle United,Premier League,67,21,11,23,1,61,76,74,81,66,72,3,8000000,50000,High,2018
13205,D. Ndong,Sunderland,Premier League,59,74,12,23,1,70,70,74,81,69,62,2,8000000,10000,Medium,2018
13206,Léo Bonatini,Wolverhampton Wanderers,Premier League,68,30,12,23,1,60,67,74,81,74,67,3,8000000,35000,Medium,2018
13207,E. Crivelli,Angers SCO,Ligue 1,68,26,11,22,1,64,60,74,81,75,61,2,8000000,22000,High,2018
13208,E. Velázquez,Rayo Vallecano,La Liga,47,76,11,23,1,49,51,74,81,65,49,2,7000000,34000,High,2018
13209,M. Škriniar,Inter,Serie A,55,79,11,22,1,57,53,74,81,59,49,2,7000000,41000,Medium,2018
13210,Ramalho,Girona FC,La Liga,55,79,12,24,1,54,66,74,80,55,50,2,6500000,18000,Medium,2018
13211,Gabriel,Milan,Serie A,14,14,72,24,1,26,49,74,80,40,15,1,5500000,45000,Medium,2018
13212,David Juncà,SD Eibar,La Liga,55,71,10,23,1,61,77,74,80,71,64,2,6500000,16000,High,2018
13213,Moi Gómez,Real Sporting de Gijón,La Liga,67,38,9,23,1,60,73,74,80,70,71,3,7500000,11000,High,2018
13214,D. Machís,Granada CF,La Liga,61,26,9,24,1,60,85,74,80,72,67,4,7500000,10000,High,2018
13215,M. Konaté,Amiens SC,Ligue 1,66,15,8,24,1,52,83,74,80,71,52,3,8000000,19000,High,2018
13216,Pere Pons,Girona FC,La Liga,60,77,10,24,1,66,73,74,80,66,69,2,7500000,20000,Medium,2018
13217,A. Djiku,Stade Malherbe Caen,Ligue 1,59,74,9,22,1,68,73,74,80,69,62,2,6500000,18000,High,2018
13218,Medrán,Deportivo Alavés,La Liga,68,63,12,23,1,65,67,74,80,67,74,2,7500000,24000,Medium,2018
13219,C. Salcedo,Eintracht Frankfurt,Bundesliga,41,76,8,23,1,52,69,74,80,55,44,2,6500000,38000,Medium,2018
13220,Rúben Vezo,Valencia CF,La Liga,56,72,10,23,1,58,64,74,80,64,51,2,6500000,22000,Medium,2018
13221,A. El Ghazi,LOSC Lille,Ligue 1,71,21,10,22,1,57,69,74,80,72,72,4,7500000,36000,Medium,2018
13222,L. Lerager,FC Girondins de Bordeaux,Ligue 1,69,65,10,23,1,71,67,74,80,73,61,2,7500000,33000,High,2018
13223,J. Amavi,Olympique de Marseille,Ligue 1,68,72,11,23,1,67,76,74,80,72,64,3,6500000,27000,High,2018
13224,E. Skhiri,Montpellier HSC,Ligue 1,66,70,13,22,1,66,67,74,80,73,67,3,6500000,20000,Medium,2018
13225,F. Grillitsch,TSG 1899 Hoffenheim,Bundesliga,65,63,10,21,2,63,66,74,80,57,67,2,7500000,25000,Medium,2018
